Target,Correlation,p_value,q_value
SH3_2,-0.008282072,0.379386419,0.870043435
SH3_3,-0.030162809,0.001364587,0.015132484
SH3_4,-0.020340933,0.030842792,0.198458231
SH3_5,-0.008251931,0.381123434,0.870043435
SH3_6,-0.004278664,0.64974588,0.870043435
SH3_7,-0.00201059,0.831020565,0.870043435
SH3_9,-0.004600146,0.625382636,0.870043435
SH3_CYT4,-0.007911217,0.401096266,0.870043435
SH3_YKFC_2nd,-0.002971205,0.752497742,0.870043435
SH3b_T,-0.001852477,0.844131484,0.870043435
SHE3,-0.003936769,0.67607284,0.870043435
SHLD2_OB1,-0.002144685,0.819937798,0.870043435
SHMT,-0.01450479,0.123673154,0.535406339
SHNi-TPR,-0.008815197,0.349472297,0.870043435
SHOCT,-0.018051699,0.055357273,0.305033651
SHOCT-like_DUF2089-C,-0.006649549,0.480341556,0.870043435
SHOCT_2,-0.002176697,0.81729727,0.870043435
SHPRH_helical-1st,-0.006119657,0.516007533,0.870043435
SHS2_FTSA,-0.003026103,0.748078363,0.870043435
SID-1_RNA_chan,-0.002082041,0.825110913,0.870043435
SIL1,-0.002152441,0.819297832,0.870043435
SIMPL,-0.00913367,0.332337515,0.870043435
SIP,-0.020805964,0.027211775,0.180883804
SIR2,-0.010116852,0.282924455,0.837211578
SIR2_2,-0.040154707,2.01E-05,0.000334902
SIS,-0.04678472,6.76E-07,1.48E-05
SIS_2,-0.035168038,0.000188693,0.002557229
SKA1,-0.009436804,0.316540991,0.870043435
SKA2,-0.005652274,0.548569389,0.870043435
SKI,-0.018632692,0.047958008,0.27410058
SKN1_KRE6_Sbg1,-0.010927015,0.24614399,0.786212805
SL4P,-0.003795939,0.687035759,0.870043435
SLAC1,-0.017062918,0.070126383,0.36595818
SLATT_1,-0.009701561,0.303154115,0.862852024
SLATT_2,-0.003004084,0.749849914,0.870043435
SLATT_3,-0.00955292,0.310622824,0.870043435
SLATT_4,-0.007227731,0.443009881,0.870043435
SLATT_5,-0.005103459,0.588055616,0.870043435
SLATT_6,-0.006422716,0.495442691,0.870043435
SLATT_fungal,-0.002124684,0.821588575,0.870043435
SLBB,-0.021498721,0.022488369,0.155958122
SLBB_2,-0.019822667,0.035372113,0.218227195
SLC35F,-0.007250884,0.441550254,0.870043435
SLFN-g3_helicase,-0.05022879,9.59E-08,2.41E-06
SLFN_AlbA_2,-0.022001952,0.019520156,0.140265395
SLH,-0.029873847,0.001517327,0.016618547
SLIDE,-0.002895479,0.758607099,0.870043435
SLT,-0.147813432,4.64E-56,2.43E-53
SLT_2,-0.023573368,0.012339219,0.0978736
SLT_3,-0.018847175,0.045445185,0.262848206
SLT_4,-0.008499695,0.366990017,0.870043435
SLT_L,-0.002130857,0.821079057,0.870043435
SLT_beta,-0.002118619,0.822089394,0.870043435
SM-ATX,-0.002133866,0.820830676,0.870043435
SMBP,-0.000349048,0.970448344,0.97306388
SMC_N,-0.133903572,3.08E-46,1.19E-43
SMC_ScpA,-0.008270902,0.380029578,0.870043435
SMC_ScpB,-0.025707037,0.006355551,0.055867809
SMC_hinge,-0.002900328,0.758215419,0.870043435
SMEK_N,-0.007048591,0.454395652,0.870043435
SMI1_KNR4,-0.028856558,0.002189033,0.02276968
SMODS,-0.036202744,0.000121235,0.001707213
SMP,-0.001944678,0.836480556,0.870043435
SMP_2,-0.002130857,0.821079057,0.870043435
SNAD4,-0.004981714,0.596989813,0.870043435
SNAP,-0.011843898,0.208721592,0.723882763
SNAPC1,-0.001742919,0.853241849,0.87408405
SNARE,-0.002116773,0.82224178,0.870043435
SNCAIP_SNCA_bd,-0.014174479,0.132459183,0.556931028
SNF,-0.004279423,0.649687836,0.870043435
SNF2-rel_dom,-0.051385158,4.83E-08,1.29E-06
SNF2_assoc,-0.003033627,0.747473336,0.870043435
SNN_transmemb,-0.021131539,0.024894716,0.168492227
SNO,-0.007477512,0.427409738,0.870043435
SNaCT11,-0.003059206,0.745417514,0.870043435
SNaCT12,-0.003220447,0.732500743,0.870043435
SNaCT5,-0.00166519,0.859717345,0.87837705
SNaCT9,-0.00204923,0.827823477,0.870043435
SNase,-0.090682925,5.19E-22,5.03E-20
SOGA1-2-like_CC,-0.004665875,0.620450265,0.870043435
SOGP_2nd,-0.006872314,0.465758739,0.870043435
SOGP_N,-0.006872314,0.465758739,0.870043435
SOR_SNZ,-0.00555427,0.555523628,0.870043435
SOUL,-0.002205022,0.814962562,0.870043435
SO_alpha_A3,-0.024837029,0.008377395,0.071033346
SPAM,-0.017204951,0.06782445,0.356689186
SPAN,-0.01213735,0.197663421,0.700351664
SPARC_Ca_bdg,-0.007114092,0.450213549,0.870043435
SPASM,-0.021384178,0.023216361,0.159853309
SPATA24,-0.000842523,0.9287476,0.936134073
SPC12,-0.001828092,0.846157483,0.870227773
SPL,-0.002968781,0.752693108,0.870043435
SPO22,-0.004682872,0.619177552,0.870043435
SPOB_a,-0.017048956,0.070356075,0.366824869
SPOR,-0.007538282,0.423663268,0.870043435
SPOUT_MTase,-0.004266788,0.650653283,0.870043435
SPP1_Dit,-0.008814316,0.34952044,0.870043435
SPP1_portal,-0.008185229,0.384984709,0.870043435
SPW,-0.01229,0.192083475,0.688408552
SQAPI,-0.002091639,0.82431777,0.870043435
SQHop_cyclase_C,-0.007803452,0.407541988,0.870043435
SQHop_cyclase_N,-0.006498646,0.490359694,0.870043435
SQS_PSY,-0.016240018,0.08475527,0.418980937
SR-25,-0.003477439,0.712070426,0.870043435
SRA,-0.004181131,0.657213535,0.870043435
SRAP,-0.046270771,8.94E-07,1.93E-05
SRA_like,-0.00221558,0.814092738,0.870043435
SRP19,-0.002202219,0.815193549,0.870043435
SRP54,-0.073484062,5.73E-15,3.15E-13
SRP54_N,-0.003607824,0.701782585,0.870043435
SRPRB,-0.021019551,0.02567167,0.172938883
SRP_SPB,-0.00214851,0.819622189,0.870043435
SRP_TPR_like,-0.005708844,0.544574906,0.870043435
SSB,-0.116187868,3.64E-35,8.74E-33
SSB_1,-0.027372097,0.003664747,0.035085894
SSF,-0.02305448,0.014397195,0.110621487
SSL_N,-0.010081845,0.284593565,0.837211578
SSSPR-51,-0.005082371,0.589598692,0.870043435
SSURE,-0.001839122,0.84524097,0.870043435
ST7,-0.00224667,0.811532753,0.870043435
STAG,-0.002149282,0.81955843,0.870043435
STALD,-0.00981057,0.297753278,0.85550288
START,-0.004748542,0.614271009,0.870043435
STAS,-0.042946375,5.11E-06,9.58E-05
STAS_2,-0.018859914,0.045299494,0.262365424
STAT1_TAZ2bind,-0.002236005,0.812410655,0.870043435
STAT_alpha,-0.001760586,0.851771314,0.873120483
STE2,-0.001763785,0.851505147,0.872925232
STN,-0.037130123,8.08E-05,0.00118195
STX6_10_61_N,-0.008262707,0.380501854,0.870043435
STb_secrete,-0.003032525,0.747561898,0.870043435
SU10_MCP,-0.007167402,0.446825949,0.870043435
SU10_portal,-0.002062743,0.82670607,0.870043435
SUFBD_core,-0.008688153,0.356461378,0.870043435
SUFU,-0.006799788,0.47047929,0.870043435
SUI1,-0.006766929,0.472626678,0.870043435
SUKH-3,-0.003083419,0.743473155,0.870043435
SUKH-4,-0.006348252,0.500454741,0.870043435
SUKH_5,-0.023578313,0.012320928,0.097863131
SUKH_6,-0.025558849,0.006665397,0.058336881
SUR7,-0.002479156,0.792454998,0.870043435
SURF1,-0.01206669,0.200286082,0.705528218
SURF4,-0.01427686,0.129685698,0.549398753
SUV3_C,-0.002133608,0.82085198,0.870043435
SUa-2TM,-0.007170037,0.446658854,0.870043435
SWI2_SNF2,-0.049749656,1.27E-07,3.15E-06
SWIB,-0.00367341,0.696628046,0.870043435
SWIM,-0.014883166,0.11417499,0.509074353
SWM_repeat,-0.002964048,0.753074455,0.870043435
SYF2,-0.001891742,0.840871419,0.870043435
SYY_C-terminal,-0.006169181,0.512617016,0.870043435
S_100,-0.003093294,0.74268066,0.870043435
S_4TM,-0.025790037,0.006187724,0.054600628
S_tail_recep_bd,-0.003694527,0.694971363,0.870043435
Sa_NUDIX,-0.00506972,0.590525312,0.870043435
Sacchrp_dh_C,-0.013334997,0.156961741,0.616356746
Sacchrp_dh_NADP,-0.037426849,7.08E-05,0.001047811
Sad1_UNC,-0.002790338,0.767114544,0.870043435
Saf-Nte_pilin,-0.005018979,0.594248625,0.870043435
Saf_2TM,-0.00602429,0.522569351,0.870043435
SapB_1,-0.002208025,0.814715181,0.870043435
SapC,-0.005653355,0.548492962,0.870043435
Sarcoglycan_1,-0.005229959,0.578838539,0.870043435
Sarcoglycan_2,-0.002119693,0.822000713,0.870043435
Sas-5-like_implico,-0.002111183,0.822703398,0.870043435
Sas-6_C_CC,0.000185756,0.984270671,0.98521035
SasG_E,-0.003001326,0.750071936,0.870043435
Say1_Mug180,-0.021948973,0.019815634,0.141858294
SbcC_Walker_B,-0.046871272,6.44E-07,1.42E-05
SbcD_C,-0.008582079,0.36236378,0.870043435
Sbi-IV,-0.003147883,0.738304571,0.870043435
SbmA_BacA,-0.01225139,0.193483736,0.692264335
SbsC_C,-0.003028246,0.747906024,0.870043435
SbsC_spectrin-like,-0.002147058,0.819742006,0.870043435
Sbt_1,-0.004228997,0.653544328,0.870043435
Sca2,-0.001367817,0.884574689,0.896625056
Scabin-like,-0.004908125,0.602419862,0.870043435
Scaffold,-0.004271261,0.650311445,0.870043435
ScdA_N,-0.009095129,0.334381796,0.870043435
ScfRs,-0.009928121,0.292001701,0.847481974
Scramblase,-0.003035665,0.747309482,0.870043435
ScsC_N,-0.032093377,0.000656601,0.007847236
SctB2,-0.004617792,0.624056822,0.870043435
Scytalone_dh,-0.002294427,0.807604272,0.870043435
Sda,-0.003107462,0.741544101,0.870043435
Sde0182_C,-0.007333966,0.436335501,0.870043435
Sde182_NH-like,-0.006375653,0.49860733,0.870043435
Sdh5,-0.004788664,0.611281784,0.870043435
Sdh_cyt,-0.010714604,0.255446271,0.800729537
SdiA-regulated,-0.023901687,0.011175827,0.090449696
SdpA,-0.005854074,0.534386688,0.870043435
SdpI,-0.009552087,0.310665009,0.870043435
SdrD_B,-0.021801233,0.020660337,0.146450931
SdrG_C_C,-0.001960182,0.835195537,0.870043435
Sds3,-0.002598515,0.782707707,0.870043435
SduA_C,-0.01508132,0.109435158,0.495335822
Se-cys_synth_N,-0.01036324,0.271364675,0.821645786
Se_S_carrier,-0.005187485,0.581925723,0.870043435
Seadorna_VP7,-0.002133608,0.82085198,0.870043435
Sec-ASP3,-0.002880595,0.75980965,0.870043435
Sec10_N,-0.008597405,0.361507203,0.870043435
Sec20,-0.00299719,0.750404854,0.870043435
Sec3_CC,-0.005331999,0.571453412,0.870043435
Sec62,-0.003135337,0.739309611,0.870043435
Sec8_C,-0.002142893,0.820085655,0.870043435
Sec8_N,-0.004959967,0.598592161,0.870043435
SecA_DEAD,-0.008481566,0.368012917,0.870043435
SecA_PP_bind,-0.007945594,0.399052977,0.870043435
SecA_SW,-0.007617852,0.418786987,0.870043435
SecB,-0.00361619,0.701124292,0.870043435
SecD-TM1,-0.006515582,0.489229782,0.870043435
SecDF_P1_head,0.000759501,0.935752813,0.942206844
SecD_1st,-0.006900646,0.463921809,0.870043435
SecD_SecF_C,-0.032906306,0.000476848,0.005926178
SecE,-0.004958665,0.59868819,0.870043435
SecG,-0.004952847,0.599117226,0.870043435
SecIII_SopE_N,-0.002235274,0.812470892,0.870043435
SecM,-0.002130857,0.821079057,0.870043435
SecY,-0.007127732,0.449345365,0.870043435
Sec_GG,-0.007216891,0.443694122,0.870043435
Secapin,-0.002256924,0.810688885,0.870043435
Secretin,-0.05592845,2.84E-09,8.76E-08
Secretin_N,-0.032058738,0.000665508,0.007937235
Secretin_N_2,-0.042406027,6.71E-06,0.000122792
SegE_GIY-YIG,-0.005097465,0.588494021,0.870043435
Sel1,-0.025266055,0.007317813,0.063360614
SelA,-0.01538911,0.102382823,0.474209276
SelB-wing_1_3,-0.00302461,0.748198467,0.870043435
SelB-wing_2,-0.010030863,0.287036214,0.839986971
SelB-wing_3,-0.010318149,0.273455655,0.823867311
SelB_WH_2nd_bact,-0.009302753,0.323464728,0.870043435
SelO,-0.009333049,0.321891383,0.870043435
SelR,-0.025214616,0.007438173,0.064113939
Sel_put,-0.004784903,0.611561746,0.870043435
Semialdhyde_dh,-0.020143044,0.032509782,0.20512817
Semialdhyde_dhC,-0.010287759,0.274871104,0.825596238
Semialdhyde_dhC_1,-0.007109517,0.450504906,0.870043435
Senescence,-0.002188181,0.816350477,0.870043435
Sensor,-0.008307615,0.377918251,0.870043435
SepF,-0.004118014,0.662064516,0.870043435
SepSecS,-0.014149741,0.133136183,0.559267475
Septin,-0.014407893,0.126202057,0.541481284
SeqA,-0.002126118,0.821470238,0.870043435
SeqA_N,-0.002996564,0.750455296,0.870043435
Ser_hydrolase,-0.026764015,0.00449596,0.041464747
Serinc,-0.002260501,0.810394522,0.870043435
Serine_rich,-0.002944104,0.754682394,0.870043435
Serpin,-0.006529744,0.488285987,0.870043435
Seryl_tRNA_N,-0.006885122,0.464927864,0.870043435
SesA,-0.00526309,0.576435778,0.870043435
Sf6_terminase,-0.005773883,0.540000407,0.870043435
SfLAP,-0.006506711,0.489821425,0.870043435
SfsA,-0.00416127,0.658738428,0.870043435
SfsA_N,-0.00416127,0.658738428,0.870043435
Sgf11,-0.002210294,0.814528173,0.870043435
Sgo0707_N2,-0.021618096,0.021750857,0.152286761
SgrR_N,-0.009864084,0.295125567,0.850920791
SgrT,-0.002130857,0.821079057,0.870043435
Shigella_OspC,-0.012314996,0.19118092,0.687524026
Shikimate_DH,-0.035652911,0.000153584,0.00210867
Shikimate_dh_N,-0.020258333,0.031529465,0.201011232
ShlB,-0.021178295,0.024576401,0.166631177
Shr-like_HID,-0.003127507,0.739937065,0.870043435
Shufflon_N,-0.04244516,6.58E-06,0.000120794
Shugoshin_N,-0.004847927,0.606878269,0.870043435
SiaC,-0.002111475,0.822679242,0.870043435
Sial-lect-inser,-0.002143492,0.82003622,0.870043435
Sialidase,-0.002938359,0.755145791,0.870043435
SicP-binding,-0.005269295,0.575986315,0.870043435
SidC_N,-0.002256924,0.810688885,0.870043435
SidE_PDE,-0.002881534,0.75973381,0.870043435
SieB,-0.003181487,0.735615,0.870043435
Sif,-0.00065435,0.944632212,0.950152041
Sigma54_AID,-0.00690075,0.463915106,0.870043435
Sigma54_CBD,-0.004282112,0.649482517,0.870043435
Sigma54_DBD,-0.010991863,0.243351958,0.782852005
Sigma54_activ_2,-0.044234939,2.64E-06,5.22E-05
Sigma54_activat,-0.070262571,8.24E-14,4.15E-12
Sigma70_ECF,-0.039332071,2.97E-05,0.0004737
Sigma70_ner,-0.007937505,0.399533228,0.870043435
Sigma70_r1_1,-0.008679288,0.356952293,0.870043435
Sigma70_r1_2,-0.016240611,0.084743899,0.418980937
Sigma70_r2,-0.064882235,5.44E-12,2.31E-10
Sigma70_r3,-0.02057808,0.028942239,0.189116623
Sigma70_r4,-0.082703197,1.46E-18,1.08E-16
Sigma70_r4_2,-0.106256941,1.18E-29,2.23E-27
Sigma_1s,-0.002166352,0.818150311,0.870043435
Sigma_reg_C,-0.004331233,0.645735336,0.870043435
Sigma_reg_N,-0.003051479,0.746038395,0.870043435
Sin3a_C,-0.002479156,0.792454998,0.870043435
SinI,-0.006850486,0.467176681,0.870043435
Sina_ZnF,-0.002809431,0.765567505,0.870043435
SipA,-0.011166444,0.235946209,0.772575987
SipA_VBS,-0.011166444,0.235946209,0.772575987
Sipho_Gp157,-0.013592896,0.149093791,0.599337291
Sipho_Gp37,-0.003526744,0.708173843,0.870043435
Sipho_tail,-0.012951799,0.169228066,0.643100558
SirB,-0.004269255,0.650464715,0.870043435
Sirohm_synth_M,-0.007720901,0.412521152,0.870043435
SlipAM,-0.006395501,0.497271403,0.870043435
SlmA-like_C,-0.002137134,0.820560884,0.870043435
Slo-like_RCK,-0.003097888,0.742312095,0.870043435
Slp,-0.002781289,0.767848095,0.870043435
SlpA,-0.004554423,0.628823654,0.870043435
SlpA_C,-0.002016152,0.83056017,0.870043435
SlpA_D2,-0.001879787,0.841863696,0.870043435
SlpA_N,-0.001879787,0.841863696,0.870043435
SlyX,-0.025884987,0.006000637,0.053193961
Sm_multidrug_ex,-0.005065393,0.59084246,0.870043435
SmaI,-0.001095778,0.90741498,0.917366021
Smoa_sbd,-0.004220459,0.654198162,0.870043435
SmpB,-0.004095589,0.663791451,0.870043435
Smr,-0.003759821,0.689858154,0.870043435
Snapin_Pallidin,-0.007089709,0.451767801,0.870043435
Snf7,-0.002804705,0.76595036,0.870043435
SnoaL,-0.031239658,0.000911819,0.010553436
SnoaL_2,-0.043224872,4.44E-06,8.42E-05
SnoaL_3,-0.028575947,0.002417275,0.02472531
SnoaL_4,-0.02507597,0.007771474,0.066630585
SnoaL_5,-0.002147426,0.819711611,0.870043435
Snurportin1,-0.001776728,0.850428301,0.872516199
SoFic-like_C,-0.013156214,0.162598095,0.630122256
SoPB_HTH,-0.07539711,1.11E-15,6.62E-14
SocA_Panacea,-0.01067452,0.257228757,0.804179793
Sod_Cu,-0.005503029,0.55917669,0.870043435
Sod_Fe_C,-0.011381306,0.2270524,0.758353702
Sod_Fe_N,-0.009499685,0.313326952,0.870043435
Sod_Ni,-0.002127975,0.821316962,0.870043435
SopA,-0.002130857,0.821079057,0.870043435
SopD,-0.004175424,0.657651567,0.870043435
SopE_GEF,-0.003069813,0.744565588,0.870043435
Sortase,-0.029212296,0.001928098,0.0203447
Sortilin-Vps10,-0.014652529,0.119893664,0.525386869
Sos7,-0.001864249,0.843153773,0.870043435
SoxA-TsdA_cyt-c,-0.009322009,0.322464137,0.870043435
SoxD,-0.013027963,0.166734481,0.638005563
SoxE,-0.01038596,0.270315268,0.820888473
SoxG,-0.012908435,0.170660246,0.646686759
SoxY,-0.009356755,0.320663717,0.870043435
SoxZ,-0.009102802,0.333974139,0.870043435
Sp-CxC,-0.000198393,0.983200762,0.984395728
Sp-DndD,-0.002134154,0.820806889,0.870043435
Spa1_C,-0.00165607,0.860477781,0.878929252
SpaA,-0.032118865,0.000650118,0.007793987
SpaA_2,-0.009884862,0.29410954,0.849814958
Spc29,-0.00846815,0.368771102,0.870043435
Spc7,-0.00133306,0.887487944,0.899261857
SpdB,-0.002289533,0.808006632,0.870043435
Spectrin,-0.004207445,0.655195338,0.870043435
Spectrin_4,-0.002305282,0.80671202,0.870043435
Spectrin_Anc-1,-0.003017675,0.748756305,0.870043435
Spectrin_Anc-1_2,-0.002874784,0.760279329,0.870043435
Spectrin_SYNE1,-0.002832993,0.763659691,0.870043435
Spermine_synt_N,-0.004281837,0.649503462,0.870043435
Spermine_synth,-0.00943598,0.316583264,0.870043435
Spherulin4,-0.003448506,0.714360579,0.870043435
Spike_torovirin,-0.002090656,0.824398971,0.870043435
SpnB_Rossmann,-0.006391057,0.49757036,0.870043435
Spo0A_C,-0.003733485,0.691918872,0.870043435
Spo0M,-0.004664756,0.620534077,0.870043435
Spo7,-0.002136391,0.82062222,0.870043435
SpoIIAA-like,-0.005214133,0.57998789,0.870043435
SpoIID,-0.004755644,0.613741474,0.870043435
SpoIIE,-0.017663231,0.060817246,0.327759483
SpoIIIAC,-0.002158782,0.818774712,0.870043435
SpoIIIAH,-0.002086613,0.824733086,0.870043435
SpoIIID,-0.01445407,0.124991905,0.538688952
SpoIIM,-0.008676627,0.357099751,0.870043435
SpoIIP,-0.006616942,0.482496772,0.870043435
SpoIISA_toxin,-0.00211409,0.822463308,0.870043435
SpoIVA_ATPase,-0.005125675,0.586431992,0.870043435
SpoOE-like,-0.013699469,0.145931762,0.590614633
SpoU_methylas_C,-0.003057017,0.745593418,0.870043435
SpoU_methylase,-0.008739553,0.353623164,0.870043435
SpoU_sub_bind,-0.005261994,0.576515149,0.870043435
SpoU_sub_bind_like,-0.002239105,0.812155516,0.870043435
SpoVAC_SpoVAEB,-0.010591636,0.260941806,0.810111611
SpoVAD,-0.01021566,0.278249243,0.828783191
SpoVG,-0.0057438,0.542113906,0.870043435
SpoVR,-0.004872245,0.605075457,0.870043435
SpoVS,-0.002676461,0.776360604,0.870043435
SpoVT_C,-0.004184153,0.656981629,0.870043435
Spond_N,-0.003006674,0.749641511,0.870043435
Spore-coat_CotD,-0.00087051,0.926387363,0.93408161
Spore-coat_CotZ,-0.005511436,0.558576552,0.870043435
Spore_GerAC,-0.021616445,0.021760911,0.152286761
Spore_III_AA,-0.004671829,0.620004346,0.870043435
Spore_III_AF,-0.002090583,0.824405058,0.870043435
Spore_YhcN_YlaJ,-0.010085431,0.284422281,0.837211578
Spore_YpjB,-0.002180903,0.816950499,0.870043435
Spore_YtfJ,-0.003010874,0.749303498,0.870043435
Spore_permease,-0.026301514,0.005238708,0.047275443
SprA-related,-0.001755968,0.852155628,0.873126409
SprB,-0.006128337,0.515412427,0.870043435
SprT-like,-0.041358154,1.13E-05,0.000196801
Spt6_S1,-0.009126381,0.332723528,0.870043435
SpvB,-0.02084927,0.02689322,0.179075924
SpvD,-0.019233886,0.041194716,0.244770047
SrfB,-0.008277696,0.379638328,0.870043435
SrpI-like,-0.026478404,0.00494245,0.044953687
Ssb-like_OB,-0.003611873,0.701463928,0.870043435
SsdA_C,-0.00205439,0.827396699,0.870043435
SseB,-0.008343233,0.375876756,0.870043435
SseB_C,-0.00678934,0.471161484,0.870043435
SseC,-0.018189465,0.053521809,0.297334789
SsfX3_N,-0.003691195,0.695232699,0.870043435
SsgA,-0.004843931,0.607174767,0.870043435
SspB,-0.003548393,0.706465258,0.870043435
SspH,-0.003008434,0.749499848,0.870043435
Ssu72,-0.001866186,0.842992913,0.870043435
Stap_Strp_tox_C,-0.010781933,0.252471591,0.797522559
Stap_Strp_toxin,-0.010631698,0.259142501,0.806953257
Staph_opine_DH,-0.004105998,0.66298963,0.870043435
Staph_reg_Sar_Rot,-0.051193571,5.42E-08,1.42E-06
Staphopain_pro,-0.003989379,0.671994788,0.870043435
Staphostatin_A,-0.003015733,0.748912556,0.870043435
Staphylokinase,-0.001852477,0.844131484,0.870043435
StbA_N,-0.082282268,2.18E-18,1.59E-16
Stc1,-0.003051385,0.746045924,0.870043435
StcE_b-sandwich,-0.022725146,0.015855273,0.118601787
Ste5,-0.002117149,0.822210704,0.870043435
SteA-like_C,-0.002809792,0.765538302,0.870043435
Stealth_CR1,-0.003952504,0.674852177,0.870043435
Stealth_CR2,-0.003952504,0.674852177,0.870043435
Stealth_CR3,-0.003952504,0.674852177,0.870043435
Steroid_dh,-0.008928377,0.343319703,0.870043435
Sterol-sensing,-0.008904565,0.34460837,0.870043435
StiP,-0.036429803,0.00010985,0.001560221
Stn1,-0.003277295,0.727964506,0.870043435
Str_synth,-0.01980619,0.035524966,0.218679247
Striatin,-0.00533079,0.571540643,0.870043435
Stv,0.023600104,0.012240619,0.097359348
Sua5_C,-0.004058896,0.666621015,0.870043435
Sua5_yciO_yrdC,-0.011346093,0.228493362,0.76140247
Subterisin,-0.00213996,0.820327703,0.870043435
Suc_Fer-like,-0.007478549,0.427345613,0.870043435
Suc_Porlyase_C,-0.003019399,0.748617653,0.870043435
Succ_CoA_lig,-0.018411542,0.050670164,0.285899707
Succ_DH_flav_C,-0.01675795,0.075285835,0.385011637
Suf,-0.002081289,0.825173069,0.870043435
SufBD_N,-0.008688153,0.356461378,0.870043435
SufE,-0.004099009,0.663527999,0.870043435
Sugar-bind,-0.024996968,0.007967323,0.06801416
Sugar_tr,-0.080956771,7.54E-18,5.43E-16
Sugar_transport,-0.010525344,0.263938113,0.813903278
Sugarporin_N,-0.016007141,0.089316105,0.432807831
Sulf_transp,-0.022758032,0.015704056,0.117629254
Sulfatase,-0.044761533,2.00E-06,4.06E-05
Sulfatase_C,-0.013123751,0.163637706,0.631319556
Sulfate_transp,-0.041606295,9.97E-06,0.000176399
Sulfolobus_pRN,-0.003135337,0.739309611,0.870043435
Sulfotransfer_1,-0.018937846,0.044416777,0.258847238
Sulfotransfer_2,-0.010940798,0.245548682,0.785333595
Sulfotransfer_3,-0.020970443,0.026018936,0.174971659
Sulfotransfer_4,-0.007180991,0.445964737,0.870043435
Sulphotransf,-0.004083852,0.664695998,0.870043435
SupH-like_C,-0.009155929,0.331160515,0.870043435
SurA_N,-0.008282202,0.379378953,0.870043435
SurA_N_2,-0.008343435,0.375865223,0.870043435
SurA_N_3,-0.009399044,0.318481416,0.870043435
SurE,-0.010448729,0.267430489,0.816768625
Surfac_D-trimer,-0.001938646,0.836980662,0.870043435
Surface_Ag_2,-0.003593612,0.702901328,0.870043435
SusD-like,-0.002147426,0.819711611,0.870043435
SusD-like_2,-0.003665973,0.697211829,0.870043435
SusD-like_3,-0.004225961,0.653776763,0.870043435
SusD_RagB,-0.004225961,0.653776763,0.870043435
SusF_SusE,-0.002022992,0.829994106,0.870043435
SusG_C,-0.016737784,0.075637653,0.385986305
SutA-RBD,-0.003727575,0.692381569,0.870043435
Suv3_C_1,-0.002133608,0.82085198,0.870043435
Swi5,-0.001832709,0.845773784,0.870043435
SwrA,-0.006046522,0.521035806,0.870043435
Syd,-0.00217775,0.817210387,0.870043435
SymE_toxin,-0.006801552,0.47036418,0.870043435
Synapsin_C,-0.003012403,0.749180488,0.870043435
Synaptobrevin,-0.003185546,0.735290293,0.870043435
Syncollin,-0.002239105,0.812155516,0.870043435
Syntaxin,-0.00421109,0.65491604,0.870043435
Syntaxin_2,-0.002245933,0.811593383,0.870043435
SyrA,-0.010286372,0.274935853,0.825596238
T1RH-like_C,-0.010885375,0.247948585,0.789070374
T1R_D3-like,-0.044951275,1.81E-06,3.70E-05
T2SS-T3SS_pil_N,-0.011835632,0.209039432,0.723979509
T2SSB,-0.01389536,0.14025389,0.57748951
T2SSC,-0.026193132,0.00542806,0.04879331
T2SSE,-0.104413825,1.09E-28,1.83E-26
T2SSF,-0.054121114,9.01E-09,2.64E-07
T2SSG,-0.024197739,0.010211397,0.083940161
T2SSI,-0.023549003,0.012429685,0.098523408
T2SSJ,-0.022956014,0.014820222,0.112670808
T2SSK,-0.027700069,0.003276905,0.031865549
T2SSK_1st,-0.023424962,0.012899414,0.101479499
T2SSL,-0.023042408,0.014448477,0.110649591
T2SSM,-0.023524397,0.012521644,0.099184151
T2SSM_b,-0.005191963,0.581599867,0.870043435
T2SSN,-0.004749552,0.614195687,0.870043435
T2SS_PulS_OutS,-0.022827246,0.015389934,0.115932139
T3RM_EcoP15I_C,-0.009506847,0.312962229,0.870043435
T3SS_ATPase_C,-0.020135396,0.032575727,0.205410532
T3SS_ExsE,-0.002097342,0.823846658,0.870043435
T3SS_HrpK1,-0.003554592,0.70597631,0.870043435
T3SS_NleG,-0.003887327,0.679913985,0.870043435
T3SS_SCTL,-0.014571206,0.12196272,0.530390666
T3SS_TC,-0.012554681,0.1826843,0.671200393
T3SS_basalb_I,-0.017489958,0.063392679,0.336916023
T3SS_needle_E,-0.012473412,0.185533292,0.677362869
T3SS_needle_F,-0.017845784,0.058198267,0.316007824
T3SS_needle_reg,-0.012291279,0.192037194,0.688408552
T3SSipB,-0.012668422,0.178751649,0.663729158
T3S_SPI-1_N0,-0.018081992,0.054949248,0.303655813
T4-Gluco-transf,-0.00759282,0.420317465,0.870043435
T4BSS_DotH_IcmK,-0.048179311,3.11E-07,7.15E-06
T4BSS_DotI_IcmL,-0.048179311,3.11E-07,7.15E-06
T4P_PilY1,-0.002122066,0.821804724,0.870043435
T4SS,-0.051344506,4.95E-08,1.32E-06
T4SS-DNA_transf,-0.130679112,4.20E-44,1.47E-41
T4SS_CagC,-0.011109392,0.238348636,0.774985852
T4SS_TraI,-0.048283629,2.94E-07,6.80E-06
T4SS_pilin,-0.03850559,4.35E-05,0.000675473
T4_baseplate,-0.008574752,0.362773735,0.870043435
